date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:18	22610/22610	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2017:29:18%20GMT	https://rchintan21.000webhostapp.com/tag/of	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/of.html	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:22	22615/22615	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2017:34:26%20GMT	https://rchintan21.000webhostapp.com/tag/the	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/the.html	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:22	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald?feed=rss2&withoutcomments=1	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald86ff	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:26	3395/3395	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald/feed?withoutcomments=1	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald/feed80da	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:28	3270/3270	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/category/movies/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/category/movies/feed	(from https://rchintan21.000webhostapp.com/category/movies)
22:59:31	5994/5994	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/category/series/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/category/series/feed	(from https://rchintan21.000webhostapp.com/category/series)
22:59:34	2345/2345	---MCZ	200	added ('OK')	text/xml	date:Wed,%2021%20Nov%202018%2017:34:40%20GMT	https://rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frchintan21.000webhostapp.com%2F2018%2F11%2F43&format=xml	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed96d8	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:59:35	3265/3265	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/tag/beasts/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/beasts/feed	(from https://rchintan21.000webhostapp.com/tag/beasts)
22:59:39	3262/3262	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/tag/crime/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/crime/feed	(from https://rchintan21.000webhostapp.com/tag/crime)
22:59:41	3274/3274	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/tag/fantastic/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/fantastic/feed	(from https://rchintan21.000webhostapp.com/tag/fantastic)
22:59:45	22655/22655	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2017:34:49%20GMT	https://rchintan21.000webhostapp.com/tag/grindelwald	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/grindelwald	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:45	3256/3256	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/tag/the/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/the/feed	(from https://rchintan21.000webhostapp.com/tag/the)
22:59:46	1078/1078	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Nov%202018%2016:15:55%20GMT	https://rchintan21.000webhostapp.com/wp-includes/js/comment-reply.min.js?ver=4.9.8	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-includes/js/comment-reply.min5010.js	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:59:49	3280/3280	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/tag/grindelwald/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/grindelwald/feed	(from https://rchintan21.000webhostapp.com/tag/grindelwald)
22:59:51	3253/3253	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/tag/of/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/of/feed	(from https://rchintan21.000webhostapp.com/tag/of)
